Date,USD,AUS,CAN,SWF,DKK,EUR,GBP,HKD,IDR,JPY,KRW,MYR,NOK,NZD,SEK,SGD,THB,TWD,ZAR,AED,ARS,BRL,CNY,HUF,ILS,ISK,MXN,PHP,PKR,PLN,RUB,SAR,TRY,VEF,BHD
2010-03-15,45.565,41.657,44.715,42.925,8.3736,64.078,67.61,5.8726,0.0059,0.5448,4.2159,13.746,7.7599,31.982,6.4061,32.611,1.3997,1.4302,6.1608,12.41,11.8,25.84,6.6751,0.235,12.11,0.3771,3.6326,0.9967,0.5892,16.01,1.5486,12.15,29.82,,120.862
2010-03-12,45.465,41.617,44.65,42.962,8.4078,63.6745,68.233,5.8616,0.006,0.5436,4.1878,13.7155,7.7991,31.885,6.451,32.636,1.395,1.4319,6.1454,12.38,11.79,25.79,6.6609,0.2353,12.07,0.3758,3.6257,0.9918,0.5925,16.11,1.5522,12.12,29.74,,120.6015
2010-03-11,45.515,41.654,44.431,42.591,8.3672,63.832,67.865,5.8663,0.0059,0.5393,4.2049,13.6765,7.7651,31.897,6.396,32.567,1.3925,1.4313,6.132,12.39,11.8,25.8,6.6663,0.2335,12.04,0.3766,3.6225,0.9896,0.5918,15.95,1.5453,12.14,29.7,,120.734
2010-03-10,45.42,41.538,44.284,42.448,8.3355,63.2285,67.756,5.8543,0.006,0.5457,4.2077,13.6435,7.7428,31.867,6.3781,32.484,1.3914,1.4319,6.1254,12.37,11.77,25.68,6.654,0.2329,12.1,0.3783,3.6061,0.9939,0.5896,15.98,1.5367,12.11,29.62,,120.4825
2010-03-09,45.59,41.667,44.415,42.401,8.334,63.162,68.606,5.8758,0.0059,0.5431,4.1997,13.6545,7.7264,32.046,6.3928,32.593,1.3931,1.4322,6.1732,12.41,11.81,25.68,6.6785,0.2324,12.1,0.3771,3.612,0.9918,0.5859,16.03,1.5332,12.16,29.72,,120.933
2010-03-08,45.535,41.401,44.299,42.415,8.3405,63.039,68.154,5.8693,0.0059,0.5399,4.1922,13.5265,7.7263,31.888,6.4056,32.55,1.3923,1.4292,6.1677,12.4,11.81,25.48,6.6705,0.2338,12.19,0.3809,3.5895,0.9964,0.5907,16.06,1.5302,12.14,29.72,,120.7795
2010-03-05,45.455,41.234,44.105,42.309,8.3183,63.132,68.548,5.856,0.0059,0.5423,4.2195,13.6345,7.7058,31.664,6.3867,32.497,1.3922,1.4329,6.1343,12.38,11.78,25.56,6.6586,0.2326,12.15,0.3808,3.598,0.9962,0.5877,15.99,1.5273,12.12,29.55,,120.575
2010-03-04,45.795,41.245,44.409,42.522,8.3567,63.191,68.642,5.9001,0.0059,0.5369,4.173,13.547,7.7226,31.436,6.3936,32.695,1.4027,1.4287,6.1284,12.47,11.87,25.61,6.7093,0.2328,12.15,0.38,3.6037,0.993,0.5832,15.96,1.5338,12.21,29.5,,121.49
2010-03-03,45.7,41.374,44.313,42.815,8.4134,63.1785,68.419,5.8878,0.0059,0.5374,4.1933,13.522,7.7755,31.73,6.4007,32.657,1.3988,1.4258,6.0953,12.44,11.87,25.53,6.6951,0.2354,12.25,0.3833,3.5995,1.0027,0.5908,16.03,1.5346,12.19,29.71,,121.225
2010-03-02,45.704,41.287,44.097,42.483,8.3558,63.0925,68.615,5.8876,0.006,0.5385,4.2028,13.5705,7.7066,31.807,6.3653,32.572,1.3968,1.4326,6.0128,12.44,11.86,25.51,6.695,0.2334,12.27,0.3831,3.5868,1.0037,0.5936,15.88,1.532,12.19,29.78,,121.2325
2010-03-01,46.005,41.455,44.132,42.623,8.3822,63.049,68.008,5.9249,0.006,0.5326,4.1966,13.5495,7.7493,32.175,6.4089,32.732,1.4015,1.429,6.0273,12.52,11.92,25.62,6.7393,0.2331,12.23,0.3829,3.6095,1.0035,0.5927,15.9,1.5372,12.27,29.95,,122.034
2010-02-26,46.105,41.269,43.803,42.937,8.4405,63.06,68.742,5.9391,0.006,0.5331,4.1682,13.6315,7.8053,32.174,6.4806,32.797,1.3948,1.4273,5.9703,12.55,11.95,25.51,6.7543,0.2329,12.25,0.3816,3.6096,1.0,0.5982,15.93,1.5402,12.29,29.81,,122.296
2010-02-25,46.385,41.22,43.743,42.957,8.4491,63.0875,68.389,5.9743,0.006,0.5311,4.1574,13.6175,7.8185,32.078,6.4608,32.928,1.402,1.4349,5.9619,12.63,12.02,25.44,6.7946,0.2323,12.28,0.3824,3.6256,0.9997,0.5925,15.82,1.5459,12.37,29.94,,123.0425
2010-02-24,46.295,41.343,43.888,42.798,8.418,62.9625,68.501,5.9613,0.0059,0.5284,4.1493,13.5935,7.7888,32.076,6.4122,32.835,1.4014,1.4349,5.9739,12.6,12.0,25.37,6.7812,0.2322,12.31,0.382,3.6141,1.0003,0.5965,15.73,1.5411,12.34,30.01,,122.8035
2010-02-23,46.275,41.18,43.827,42.695,8.3993,63.3335,68.36,5.962,0.0059,0.5242,4.178,13.5695,7.7662,32.023,6.3696,32.808,1.3991,1.4455,5.9225,12.6,11.96,25.35,6.7775,0.2312,12.32,0.3807,3.5814,0.9996,0.6007,15.62,1.543,12.34,29.82,,122.7505
2010-02-22,46.125,41.522,44.221,42.855,8.4258,63.0755,67.922,5.942,0.0059,0.5203,4.1871,13.5655,7.804,32.345,6.4095,32.718,1.392,1.4429,5.9756,12.56,11.95,25.46,6.7559,0.2325,12.3,0.3806,3.6016,0.999,0.5962,15.82,1.5383,12.3,30.14,,122.3495
2010-02-19,46.17,41.493,44.409,42.932,8.4467,63.718,67.842,5.9454,0.0059,0.5206,4.181,13.6215,7.7702,32.285,6.4011,32.71,1.3913,1.4425,6.0324,12.57,11.97,25.59,6.7608,0.2323,12.35,0.3835,3.6053,1.0002,0.5987,15.76,1.5404,12.31,30.52,,122.4705
2010-02-18,46.255,41.715,44.412,42.936,8.4611,64.019,67.706,5.9565,0.0058,0.5156,4.1725,13.63,7.8183,32.65,6.4351,32.88,1.3947,1.4391,6.0968,12.59,11.99,25.31,6.7693,0.2322,12.34,0.3848,3.6086,1.0016,0.6007,15.78,1.5419,12.33,30.49,,122.699
2010-02-17,46.175,41.541,44.14,42.814,8.441,63.792,67.848,5.9447,0.0058,0.5218,4.1718,13.453,7.8499,32.484,6.4025,32.817,1.3919,1.4401,6.0713,12.57,11.96,25.2,6.7573,0.2317,12.4,0.3841,3.5844,1.0054,0.6015,15.78,1.5328,12.31,30.53,,122.485
2010-02-16,45.955,41.501,44.053,43.147,8.5107,63.827,67.874,5.9206,0.0058,0.5281,4.1565,13.533,7.8605,32.504,6.3983,32.763,1.3872,1.4441,6.0069,12.54,12.06,25.03,6.7324,0.2339,12.38,0.3838,3.5825,1.0013,0.6018,15.91,1.5314,12.25,30.56,,122.029
2010-02-15,46.355,41.214,44.183,43.033,8.4705,63.3275,68.084,5.9644,0.0058,0.5281,4.1424,13.5535,7.8308,32.323,6.4005,32.806,1.3969,1.4426,5.9919,12.62,12.03,25.0,6.7836,0.2314,12.44,0.384,3.5847,1.0014,0.6089,15.63,1.5333,12.36,30.57,,122.9525
2010-02-12,46.425,41.183,44.162,43.122,8.4954,62.723,68.524,5.9751,0.0058,0.5355,4.1702,13.5435,7.8451,32.332,6.3956,32.895,1.3986,1.432,6.0214,12.64,12.07,25.08,6.7939,0.2331,12.51,0.3867,3.5885,1.0072,0.6009,15.73,1.5369,12.38,30.58,,123.143
2010-02-11,46.355,41.291,44.089,43.267,8.5155,63.229,68.062,5.9641,0.0058,0.5386,4.1655,13.5095,7.866,32.538,6.4067,32.818,1.3971,1.4424,6.0667,12.62,12.04,25.0,6.7803,0.2349,12.47,0.3859,3.582,0.9999,0.6022,15.81,1.5362,12.36,30.64,,122.9045
2010-02-10,46.365,40.585,43.617,43.397,8.5473,63.0575,67.85,5.9675,0.0058,0.5417,4.1585,13.552,7.8324,32.112,6.3409,32.7,1.3972,1.4458,5.9791,12.62,12.07,24.97,6.79,0.2346,12.36,0.3826,3.5337,0.9954,0.6035,15.66,1.532,12.36,30.57,,122.9775
2010-02-09,46.405,40.743,43.442,43.605,8.5913,62.725,67.289,5.9719,0.0058,0.5482,4.1653,13.597,7.863,32.247,6.3323,32.75,1.3997,1.4457,6.0397,12.63,12.09,25.12,6.7975,0.2359,12.38,0.38,3.5587,0.9962,0.598,15.77,1.5268,12.37,30.75,,123.0885
2010-02-08,46.845,40.51,43.563,43.651,8.5916,62.697,67.263,6.0281,0.0058,0.5497,4.1525,13.544,7.8433,32.01,6.2966,32.906,1.4116,1.4439,6.0397,12.75,12.21,24.97,6.8621,0.2336,12.44,0.3816,3.5454,0.9946,0.598,15.57,1.5342,12.49,30.76,,124.2555
2010-02-05,46.645,40.486,43.64,43.459,8.5613,62.241,67.291,6.0036,0.0058,0.5516,4.1436,13.505,7.7843,32.099,6.2549,32.798,1.4056,1.4476,6.016,12.7,12.14,24.78,6.8309,0.2325,12.48,0.3831,3.5487,0.9924,0.5995,15.57,1.5363,12.44,30.51,,123.7285
2010-02-04,46.235,39.931,43.102,43.364,8.5255,62.4405,67.571,5.9503,0.0058,0.5535,4.1232,13.5095,7.7478,31.752,6.2189,32.549,1.3954,1.4591,6.0202,12.59,12.03,24.67,6.7709,0.232,12.35,0.3815,3.5218,0.9873,0.5917,15.58,1.5322,12.33,30.48,,122.6405
2010-02-03,45.925,40.556,43.236,43.362,8.5717,62.6125,68.348,5.9129,0.0058,0.5542,4.1255,13.477,7.8191,32.506,6.3126,32.521,1.3883,1.4525,6.1197,12.5,11.98,24.82,6.727,0.2351,12.41,0.3835,3.5461,1.0042,0.5943,15.93,1.5311,12.25,30.74,,121.8155
2010-02-02,46.125,40.895,43.584,43.716,8.6511,62.8695,68.697,5.9392,0.0057,0.5549,4.1029,13.4675,7.9008,32.848,6.3788,32.748,1.392,1.4399,6.1706,12.56,12.07,25.21,6.7561,0.2385,12.39,0.3833,3.5832,0.9954,0.5894,16.21,1.5337,12.3,31.01,,122.3455
2010-02-01,46.14,41.153,43.459,43.697,8.6329,62.789,68.239,5.9409,0.0057,0.5585,4.118,13.5075,7.8639,32.721,6.3541,32.724,1.3925,1.4345,6.1617,12.56,12.04,24.84,6.7584,0.2384,12.33,0.3794,3.5821,0.984,0.59,16.15,1.5231,12.3,31.15,,122.3855
2010-01-29,46.125,40.823,43.114,43.483,8.5898,62.8045,69.322,5.9406,0.0057,0.5725,4.1334,13.588,7.7835,32.334,6.2419,32.8,1.3903,1.4389,6.0502,12.56,12.06,24.47,6.7564,0.2358,12.39,0.3813,3.5232,0.9952,0.5852,15.79,1.5188,12.3,30.81,,122.3495
2010-01-28,46.25,41.325,43.354,43.934,8.6946,62.6725,69.566,5.9668,0.0057,0.5773,4.1289,13.479,7.8636,32.645,6.3068,33.01,1.4002,1.4403,6.0934,12.62,12.13,24.73,6.7887,0.2371,12.43,0.3825,3.5465,0.9974,0.5914,15.86,1.523,12.36,30.95,,122.936
2010-01-27,46.19,41.335,43.401,43.978,8.6972,62.1455,69.425,5.9399,0.0057,0.5596,4.1045,13.415,7.8871,32.624,6.3274,32.883,1.3978,1.443,6.0793,12.58,12.11,24.93,6.765,0.2373,12.33,0.3816,3.561,0.999,0.5844,15.83,1.523,12.32,30.77,,122.52
2010-01-26,45.855,41.215,43.152,43.834,8.6703,61.792,68.587,5.897,0.0057,0.5521,4.1178,13.5465,7.8518,32.453,6.3044,32.689,1.3877,1.4489,6.052,12.48,12.05,24.98,6.7171,0.238,12.39,0.3816,3.5636,0.9996,0.5828,15.83,1.5109,12.23,30.76,,121.636
2010-01-25,46.075,41.663,43.537,44.311,8.7588,62.4725,69.037,5.9307,0.0057,0.5503,4.112,13.6035,7.9276,32.904,6.3704,32.941,1.3973,1.4409,6.0757,12.54,12.11,25.3,6.7491,0.2395,12.43,0.3794,3.5804,0.9974,0.587,16.02,1.53,12.29,31.0,,122.2165
2010-01-22,46.225,41.621,43.681,44.377,8.7774,62.234,68.554,5.9471,0.0057,0.5443,4.1309,13.719,7.9615,32.822,6.3841,32.918,1.3988,1.4314,6.0633,12.59,12.15,25.45,6.7709,0.2405,12.38,0.3777,3.5601,0.9958,0.5871,15.96,1.5478,12.33,31.03,,122.6145
2010-01-21,46.23,41.646,43.936,44.35,8.7547,62.258,68.03,5.9484,0.0057,0.5426,4.1307,13.6305,7.9465,32.87,6.3841,32.916,1.4022,1.4425,6.0839,12.59,12.15,25.63,6.7718,0.2393,12.42,0.379,3.5724,0.9987,0.5878,15.92,1.5534,12.33,31.1,,122.6275
2010-01-20,45.86,41.689,43.831,43.921,8.6902,62.709,68.385,5.903,0.0057,0.5447,4.1362,13.703,7.9324,33.014,6.3709,32.74,1.3912,1.4447,6.0859,12.48,12.08,25.63,6.7175,0.2386,12.37,0.3771,3.5963,0.9987,0.5829,15.96,1.5407,12.23,31.1,,121.6495
2010-01-19,45.76,42.342,44.399,44.337,8.7943,61.9665,68.588,5.8941,0.0057,0.5472,4.1606,13.66,8.054,33.849,6.4879,32.906,1.3916,1.4474,6.1947,12.46,12.05,25.84,6.702,0.2449,12.37,0.3772,3.6205,0.9953,0.5768,16.35,1.5462,12.2,31.43,,121.381
2010-01-18,45.645,42.288,44.469,44.543,8.8239,61.686,68.794,5.8794,0.0056,0.5458,4.1657,13.7115,8.0703,33.741,6.4917,32.859,1.3897,1.4363,6.1755,12.43,12.04,25.93,6.6861,0.2457,12.39,0.3792,3.606,1.0031,0.5779,16.34,1.5419,12.17,31.44,,121.076
2010-01-15,45.79,42.269,44.506,44.605,8.8506,61.469,68.846,5.9001,0.0056,0.5446,4.1511,13.655,8.0587,33.807,6.4787,32.932,1.3931,1.4366,6.1783,12.47,12.05,25.85,6.7073,0.2453,12.31,0.3775,3.6047,0.998,0.5795,16.29,1.5493,12.21,31.42,,121.4635
2010-01-14,45.6,42.49,44.568,44.781,8.8892,61.679,69.03,5.8778,0.0056,0.5474,4.1556,13.5955,8.0987,33.872,6.5073,32.855,1.3875,1.4365,6.1715,12.41,12.02,25.93,6.6794,0.2481,12.28,0.3764,3.601,0.9948,0.5772,16.35,1.5487,12.16,31.31,,120.9565
2010-01-13,45.495,42.053,44.131,44.68,8.8738,61.8075,68.38,5.865,0.0056,0.5477,4.1757,13.6635,8.0728,33.68,6.4789,32.762,1.3772,1.4397,6.146,12.39,11.98,25.89,6.6613,0.2476,12.3,0.3775,3.5799,0.9977,0.5761,16.28,1.5394,12.13,31.32,,120.678
2010-01-12,45.66,42.03,43.933,44.862,8.8949,61.5925,68.966,5.8877,0.0056,0.5535,4.1736,13.565,8.0733,33.731,6.4724,32.84,1.3818,1.435,6.1423,12.43,12.05,26.14,6.6882,0.2472,12.31,0.378,3.5672,0.9974,0.5781,16.23,1.5467,12.18,31.41,,121.119
2010-01-11,45.26,42.16,43.778,44.529,8.8292,61.583,70.305,5.8361,0.0056,0.5542,4.1741,13.463,8.066,33.629,6.4392,32.608,1.37,1.4322,6.1345,12.32,11.93,26.07,6.6302,0.2459,12.34,0.3795,3.5534,1.0046,0.5793,16.15,1.5433,12.07,31.2,,120.0515
2010-01-08,45.47,42.041,44.135,44.428,8.8093,61.386,70.823,5.8628,0.0056,0.5545,4.1725,13.523,8.0273,33.495,6.4278,32.611,1.3722,1.4347,6.1803,12.38,11.96,26.34,6.6598,0.245,12.34,0.3797,3.5801,1.0069,0.5779,16.13,1.5224,12.12,31.15,,120.61
2010-01-07,45.65,41.855,44.117,44.172,8.7832,61.303,71.311,5.8862,0.0056,0.5464,4.1593,13.5445,7.9942,33.432,6.4106,32.665,1.3775,1.4246,6.146,12.43,11.98,26.14,6.6856,0.2421,12.29,0.3818,3.5678,1.004,0.5756,15.91,1.5284,12.17,31.01,,121.0925
2010-01-06,45.695,42.049,44.293,44.468,8.8533,61.667,71.326,5.8928,0.0056,0.5459,4.1058,13.6385,8.0672,33.73,6.463,32.787,1.3786,1.4282,6.251,12.44,12.0,26.38,6.6925,0.2451,12.24,0.3784,3.5886,0.9988,0.5737,16.09,1.5299,12.18,31.03,,121.205
2010-01-05,46.205,42.139,44.441,44.703,8.9215,61.795,71.411,5.9576,0.0056,0.5406,4.1272,13.6265,8.083,33.904,6.4949,33.075,1.3934,1.4299,6.3105,12.58,12.17,26.69,6.7682,0.2463,12.27,0.3786,3.6018,1.007,0.5743,16.23,1.5439,12.32,31.37,,122.5645
2010-01-04,46.295,42.254,44.446,44.953,8.9669,62.0975,71.439,5.9693,0.0055,0.5431,4.1139,13.6145,8.1068,34.004,6.5634,33.126,1.394,1.4359,6.3543,12.62,12.2,26.9,6.7797,0.2483,12.25,0.3772,3.5932,1.0023,0.5697,16.31,1.5272,12.35,31.41,,122.8035
2010-01-01,46.615,41.825,44.309,45.047,8.9741,62.499,72.281,6.0114,0.0055,0.5434,4.1559,13.554,8.0604,33.843,6.5105,33.191,1.3973,1.4468,6.3087,12.69,12.26,26.74,6.8281,0.2465,12.29,0.3767,3.5595,1.0045,0.567,16.36,1.5378,12.43,31.11,,123.6475
2009-12-31,46.41,41.646,44.124,44.812,8.9283,61.651,72.365,5.9855,0.0056,0.5425,4.1519,13.58,8.008,33.656,6.4845,33.029,1.3912,1.4597,6.2633,12.64,12.21,26.63,6.798,0.2455,12.28,0.3753,3.5495,1.0045,0.5684,16.2,1.531,12.37,30.95,,123.1035
2009-12-30,46.525,41.614,44.11,44.87,8.963,61.574,72.625,5.9999,0.0055,0.5432,4.148,13.5705,8.0229,33.587,6.4932,33.101,1.395,1.4572,6.292,12.67,12.2,26.73,6.8163,0.2448,12.31,0.3765,3.5537,1.0092,0.5649,16.14,1.5348,12.4,30.8,,123.4105
2009-12-29,46.58,41.652,44.642,44.918,8.9834,61.954,72.583,6.0069,0.0056,0.5454,4.1264,13.5495,8.0304,33.459,6.4681,33.151,1.3973,1.4508,6.2798,12.68,12.18,26.73,6.8208,0.245,12.29,0.3754,3.5817,1.0075,0.5655,16.14,1.5451,12.41,30.83,,123.5525
2009-12-28,46.475,41.244,44.548,44.921,8.9815,61.927,72.837,5.9929,0.0056,0.5467,4.1428,13.56,8.0181,32.937,6.4447,33.072,1.3923,1.4436,6.1983,12.65,12.27,26.7,6.8043,0.2451,12.34,0.3758,3.5688,1.0048,0.5643,16.06,1.5636,12.39,30.74,,123.2775
2009-12-25,46.51,41.157,44.293,44.901,9.0104,62.1275,72.759,5.9969,0.0056,0.5486,4.112,13.624,8.0243,32.855,6.3911,33.042,1.3952,1.4409,6.1754,12.66,12.26,26.39,6.8122,0.2455,12.33,0.3751,3.6074,1.0017,0.5679,16.12,1.5737,12.4,30.76,,123.3705
2009-12-24,46.73,41.246,44.501,45.022,9.0244,62.9115,72.255,6.0253,0.0056,0.5524,4.1276,13.577,8.0425,32.998,6.4174,33.219,1.4014,1.4394,6.2201,12.73,12.32,26.51,6.8438,0.246,12.34,0.3758,3.6261,1.003,0.5676,16.2,1.5793,12.46,30.85,,123.9505
2009-12-23,46.67,41.016,44.505,44.901,8.9841,62.862,72.903,6.0192,0.0056,0.5493,4.1136,13.6375,8.0131,32.865,6.414,33.147,1.3999,1.4404,6.1323,12.71,12.31,26.49,6.8346,0.2446,12.33,0.3759,3.6185,1.0087,0.5658,16.07,1.5451,12.44,30.72,,123.7945
2009-12-22,46.825,41.025,44.25,44.642,8.9657,62.739,73.064,6.0382,0.0055,0.5506,4.1189,13.6315,7.9718,32.873,6.3959,33.263,1.4078,1.4469,6.0694,12.75,12.32,26.3,6.8573,0.2437,12.34,0.3777,3.6312,1.0137,0.5645,16.02,1.5313,12.48,30.69,,124.2025
2009-12-21,46.825,41.252,44.083,44.764,8.9862,62.377,72.951,6.0381,0.0056,0.5546,4.1221,13.593,7.9696,33.019,6.4176,33.299,1.4087,1.4431,6.0373,12.79,12.3,26.25,6.8573,0.2431,,,3.6208,,0.566,15.93,1.5329,12.49,30.66,,124.206
2009-12-18,46.725,41.602,43.824,44.833,9.0076,62.52,72.822,6.0234,0.0056,0.5582,4.1265,13.654,7.9982,33.257,6.4326,33.297,1.4061,1.4463,6.1673,12.73,12.26,26.25,6.8431,0.2424,,,3.6427,,0.566,15.98,1.5263,12.46,30.71,,123.941
2009-12-17,46.935,41.624,43.834,44.834,9.0488,62.467,73.017,6.0511,0.0056,0.5588,4.1353,13.6035,7.9887,33.323,6.4402,33.446,1.411,1.4464,6.2455,12.78,12.3,26.3,6.8723,0.2422,,,3.6513,,0.566,16.05,1.5234,12.51,30.83,,124.4945
2009-12-16,46.585,41.964,43.892,44.862,9.0991,62.287,73.713,6.0087,0.0056,0.5589,4.0746,13.6325,8.0868,33.581,6.4809,33.343,1.4036,1.4423,6.269,12.68,12.23,26.53,6.8227,0.2444,,,3.6694,,0.5581,16.2,1.5409,12.42,30.88,,123.574
2009-12-15,46.534,42.197,43.844,44.721,9.0892,62.5905,73.63,6.002,0.0056,0.5583,4.0634,13.668,7.9989,33.609,6.4638,33.365,1.4032,1.4493,6.2546,12.67,12.2,26.54,6.8157,0.2426,,,3.6656,,0.5606,16.11,1.5425,12.41,30.83,,123.434
2009-12-14,46.6,42.727,44.002,45.166,9.1769,62.023,73.823,6.0117,0.0055,0.5593,4.1204,13.673,8.0671,33.916,6.5616,33.503,1.4063,1.4413,6.2854,12.69,12.24,26.71,6.8247,0.2488,,,3.6573,,0.5616,16.45,1.5497,12.43,31.06,,123.6105
2009-12-11,46.48,42.397,43.826,44.927,9.1311,61.6554,74.565,5.9973,0.0055,0.5492,4.117,13.6935,8.0423,33.724,6.5264,33.403,1.4027,1.4396,6.1758,12.65,12.23,26.42,6.8077,0.2488,,,3.6102,,0.56,16.37,1.5453,12.39,30.8,,123.2905
2009-12-10,46.525,42.663,44.286,45.368,9.2098,62.148,74.659,6.003,0.0055,0.5529,4.1331,13.6925,8.1184,33.898,6.5589,33.494,1.4045,1.4428,6.1749,12.67,12.24,26.48,6.8142,0.2511,,,3.596,,0.5655,16.52,1.531,12.41,30.99,,123.4085
2009-12-09,46.535,42.294,44.122,45.331,9.2094,61.5535,74.019,6.0042,0.0055,0.5562,4.1425,13.7355,8.0886,33.471,6.5577,33.438,1.4046,1.4445,6.1383,12.67,12.25,26.4,6.8158,0.249,,,3.6056,,0.56,16.48,1.5295,12.41,30.86,,123.435
2009-12-08,46.625,42.156,43.841,45.382,9.2084,61.0665,74.837,6.0158,0.0055,0.5512,4.1414,13.6765,8.0448,32.959,6.5232,33.447,1.4052,1.4406,6.1608,12.69,12.27,26.46,6.8289,0.2502,,,3.6083,,0.5593,16.6,1.5229,12.43,30.93,,123.6735
2009-12-07,46.465,42.379,44.164,45.558,9.2529,60.8415,74.462,5.9953,0.0054,0.5525,4.1353,13.6595,8.1307,33.109,6.5864,33.438,1.4019,1.4427,6.2107,12.65,12.21,26.79,6.8037,0.2555,,,3.6615,,0.5548,16.92,1.5526,12.39,31.21,,123.254
2009-12-04,46.175,42.303,43.66,45.424,9.2162,60.407,74.879,5.9581,0.0054,0.5504,4.1306,13.6555,8.1141,33.12,6.6027,33.269,1.3919,1.4467,6.1981,12.57,12.13,26.66,6.7639,0.2547,,,3.654,,0.5648,16.9,1.5632,12.31,30.99,,122.4885
2009-12-03,46.025,42.566,43.63,46.025,9.3192,60.6699,74.69,5.9387,0.0055,0.5527,4.1447,13.6905,8.2019,33.266,6.7036,33.336,1.3897,1.4379,6.2281,12.53,12.09,26.94,6.7417,0.2571,,,3.6493,,0.5574,16.92,1.5774,12.27,30.96,,122.0905
2009-12-02,46.225,42.761,43.98,46.144,9.3442,60.68,74.909,5.9647,0.0055,0.5501,4.1018,13.6835,8.2366,33.372,6.7215,33.489,1.3944,1.434,6.3064,12.59,12.14,26.9,6.771,0.2568,,,3.6322,,0.5633,16.94,1.5748,12.32,30.79,,122.6205
2009-12-01,46.254,42.801,44.197,46.314,9.3768,60.296,74.547,5.9684,0.0055,0.5496,4.1131,13.708,8.2264,33.627,6.6969,33.515,1.3939,1.4331,6.3332,12.59,12.13,26.85,6.7741,0.2572,,,3.5991,,0.558,16.94,1.5915,12.33,30.78,,122.698
2009-11-30,46.535,42.587,44.084,46.309,9.3855,59.116,74.473,5.9943,0.0055,0.5467,4.1003,13.7025,8.1955,33.312,6.6716,33.612,1.4,1.4383,6.2736,12.67,12.22,26.51,6.8036,0.2549,,,3.5979,,0.5553,16.79,1.5919,12.39,30.45,,123.4395
2009-11-27,46.465,42.142,43.705,46.201,9.3438,58.5795,74.483,5.9953,0.0055,0.5451,4.0973,13.7645,8.1859,33.044,6.6616,33.458,1.3977,1.4394,6.2706,12.65,12.2,26.7,6.8047,0.2549,,,3.5926,,0.5542,16.76,1.5852,12.39,30.5,,123.2575
2009-11-26,46.675,42.617,44.035,46.543,9.4196,58.717,74.097,6.0224,0.0055,0.5424,4.0973,13.638,8.2534,33.419,6.6914,33.706,1.4078,1.4436,6.2224,12.71,12.27,26.71,6.8348,0.2571,,,3.5931,,0.5569,16.85,1.5959,12.45,30.53,,123.8145
2009-11-25,45.98,42.846,43.987,46.156,9.3546,58.702,73.855,5.9327,0.0055,0.5426,4.1116,13.755,8.2676,33.657,6.7193,33.33,1.3881,1.4377,6.2686,12.52,12.09,26.61,6.7348,0.2604,,,3.5824,,0.5524,16.93,1.5985,12.26,30.89,,121.963
2009-11-24,46.47,42.706,43.893,46.046,9.3433,58.56,72.894,5.9962,0.0054,0.5482,4.0923,13.7695,8.2591,33.672,6.7196,33.531,1.3986,1.4466,6.2248,12.65,12.22,26.79,6.8043,0.2597,,,3.6044,,0.5549,16.89,1.6135,12.39,31.03,,123.261
2009-11-23,46.465,42.945,43.98,46.017,9.345,59.011,72.877,5.9958,0.0054,0.546,4.0695,13.7575,8.3222,34.068,6.7534,33.541,1.3989,1.4278,6.1958,12.65,12.24,26.9,6.8051,0.2591,,,3.5816,,0.5503,16.87,1.613,12.39,31.0,,123.248
2009-11-20,46.575,42.637,43.534,45.765,9.3016,59.6135,72.745,6.0097,0.0054,0.5442,4.0699,13.7865,8.2362,33.764,6.7223,33.543,1.4022,1.4429,6.1288,12.68,12.26,26.89,6.8213,0.2575,,,3.5619,,0.5504,16.67,1.6064,12.42,31.09,,123.538
2009-11-19,46.75,42.994,43.957,46.12,9.373,59.777,73.231,6.0322,0.0054,0.5445,4.0653,13.73,8.2909,34.202,6.783,33.681,1.4082,1.4424,6.2039,12.73,12.29,27.07,6.8464,0.2603,,,3.5861,,0.5504,16.9,1.6239,12.47,31.31,,124.0055
2009-11-18,46.215,42.968,43.839,45.769,9.2959,59.5965,73.915,5.9632,0.0054,0.5476,4.0928,13.7265,8.2742,34.486,6.7631,33.431,1.3937,1.4382,6.1995,12.58,12.13,26.78,6.7694,0.2598,,,3.5546,,0.5486,16.86,1.6099,12.32,31.22,,122.585
2009-11-17,46.225,43.033,43.963,45.475,9.2366,60.021,74.522,5.9644,0.0054,0.546,4.08,13.6615,8.2378,34.472,6.7209,33.359,1.3921,1.4436,6.2075,12.59,12.12,27.02,6.7714,0.2592,,,3.5463,,0.5477,16.8,1.6057,12.33,31.22,,122.6095
2009-11-16,46.005,43.114,43.917,45.669,9.2591,59.819,75.379,5.936,0.0054,0.5505,4.0534,13.684,8.2768,34.444,6.7677,33.236,1.3855,1.4384,6.2532,12.52,12.07,26.88,6.7387,0.2602,,,3.542,,0.5509,16.88,1.6052,12.27,31.2,,122.0275
2009-11-13,46.19,43.111,43.97,45.649,9.2607,59.5635,74.983,5.96,0.0054,0.5495,4.0708,13.8065,8.2401,34.373,6.7601,33.343,1.3889,1.4383,6.2272,12.57,12.11,26.83,6.7665,0.2563,,,3.548,,0.5525,16.8,1.6,12.32,31.25,,122.515
